Library,pathway,ES,NES,NOM p-val,FDR q-val,Lead_genes
GO-BP,Response To ATP (GO:0033198),0.3030098307023091,0.8932323592713858,0.6152125279642058,0.8376165052443781,P2RY2;P2RX7;KCNJ11;P2RY11;ENPP1;HSP90B1;SSH1
GO-BP,Regulation Of Cholesterol Metabolic Process (GO:0090181),-0.4187409096475758,-1.178439113598328,0.24640287769784172,0.8377188723433396,ABCG1;ARV1;SEC14L2
GO-BP,Regulation Of Secretion By Cell (GO:1903530),0.24732742288045026,0.895214774235181,0.6348837209302326,0.8378165350710275,RAB33B;VAMP3;SIRT6;RAB3D;RAB3B;STXBP5;RAB8A;STX4;DNAJC1;MYOF
GO-BP,Ephrin Receptor Signaling Pathway (GO:0048013),0.2602635675743356,0.8954771535984015,0.6073903002309469,0.8378931548252571,MMP9;EPHB6;RASA1;PAK3;EPHA6;ANKS1B;PTPN11;EFNB2;EPHA10;EPHA3
GO-BP,Positive Regulation Of mRNA Catabolic Process (GO:0061014),0.23848651901265644,0.8959548744984721,0.649890590809628,0.8382201889680894,ZC3HAV1;ZC3H12A;KHSRP;ROCK2;CPEB3;GTPBP1;ZFP36;FTO;YTHDF3;ROCK1;MEX3D;PNPT1
GO-BP,Protein Deacetylation (GO:0006476),0.25120610509845104,0.8956409897660549,0.6430260047281324,0.8382313511745719,MORF4L2;RBBP7;SIRT7;SIRT6
GO-BP,Regulation Of Establishment Of Planar Polarity (GO:0090175),-0.3851077116766615,-1.1777204050788235,0.26527050610820246,0.8383191845622727,FZD2;PRICKLE1;DAAM1;SMURF2;FZD6;PRICKLE2;NPHP3;SMURF1;TIAM1;DVL3
GO-BP,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),-0.39409931140186083,-1.1771529928371525,0.2482638888888889,0.8383563098075597,SNAI2;CXCL12;CLU;TRIM32;ZNF385A
GO-BP,Positive Regulation Of Immune System Process (GO:0002684),0.32715627008997683,0.8959776394377142,0.6018518518518519,0.8388580607864625,LILRB2;HCAR2;RSAD2;VEGFA;PIK3CB
GO-BP,Activin Receptor Signaling Pathway (GO:0032924),-0.4905885690681654,-1.1735020775181144,0.25925925925925924,0.8388723839907117,ACVR2B;INHBA;SMAD4;BMP10
GO-BP,Negative Regulation Of Hydrolase Activity (GO:0051346),-0.3482918503488964,-1.182893769575522,0.2193877551020408,0.8389158805081397,SH3BP4;ECM1;NEIL1;HRAS;CST3;CPEB2;ARFGEF1;BCAS3;CST7;RASA4
GO-BP,Negative Regulation Of Type I Interferon Production (GO:0032480),0.251646575384384,0.8910911485532255,0.6059907834101382,0.8391226575118774,OTUD5;SIRPA;PTPN11;RELB;TRAF3IP1;XAF1;CACTIN;IRGM;ATG12;NLRC3;ILRUN
GO-BP,Negative Regulation Of Organelle Assembly (GO:1902116),-0.35183312721547294,-1.1785661884632015,0.2390158172231986,0.8393503333525762,FEZ1;PHF23;NBDY;SCFD1;YAP1;MDM1;SMAD4;TMEM39A;GDI2;MPHOSPH9
GO-BP,Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),-0.342412132632369,-1.1727580081270963,0.23620689655172414,0.8394720213429138,PDPN;MELTF;FBLN1;FERMT2;DOCK1;RREB1
GO-BP,Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),0.2956861572830829,0.8921111418865783,0.6230248306997742,0.8395257190403527,LRPAP1;TGFB1
GO-BP,Phagosome Maturation (GO:0090382),0.3151418317286097,0.8911430525569444,0.6086956521739131,0.8396916175009077,RAB14;RAB7A;RAB31
GO-BP,Vascular Transport (GO:0010232),-0.306193890742975,-1.1756140079868278,0.20593080724876442,0.8397255549616895,SLC38A1;ABCC1;ABCC5;ABCC4;ATP8A1;SLC2A10;SLCO2B1;ABCG2;SLC2A1;SLC6A9;SLC29A1;SLC22A1;LRP3;SLC44A1;SLC7A8;ATP2A3;ATP2B4;INSR;SLC2A3;SLC1A5
GO-BP,3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427),-0.4617892824235206,-1.1749665741711883,0.2781818181818182,0.8399373061927308,TPST1;TPST2;PAPSS2;SULT1A2;SULT1A1;SULT1A3
GO-BP,Amino Acid Transport (GO:0006865),-0.3582126049723552,-1.1703098899814879,0.2292418772563177,0.8399549144405787,SLC38A1;SH3BP4;SLC38A9;SLC36A1;SLC7A7;SLC7A6
GO-BP,Skeletal System Morphogenesis (GO:0048705),-0.4071591529645986,-1.172044724809578,0.24119718309859156,0.8400322058801366,LRP5;RFLNB;FBN2;LAMA5;PDGFRA
Reactome,HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939,0.3617110817479662,0.9211094883057759,0.5626423690205011,0.8401411888256801,FEN1;RAD50;RBBP8;PARP2;XRCC1;MRE11
GO-BP,Ear Morphogenesis (GO:0042471),0.3512842913555157,0.8912084680521896,0.6047008547008547,0.8402422102110705,PAX8
GO-BP,Modification-Dependent Protein Catabolic Process (GO:0019941),0.1857948907377297,0.8890581509766693,0.778816199376947,0.8402794555017279,SQSTM1;UBA1;RPGR;PSMD13;KLHL15;RNF144B;UBE2A;FBXO45;RNF19B;PSMD14;ZNRF3;OS9;FBXO21;PSMF1;KCTD6;RNF168;RNF7;RNF8;UHRF1;KLHL25;NDFIP2;UBR3;FEM1C;RBBP6;DTX3L;PPP1R11;FBXL4;LONP1;RNF43;UBE2B;RNF20;SPSB2;PCYOX1L;PSMD11;CHFR;NAE1;KLHL3;NEDD4L;KCTD10;RNF126;RNF167;UBE2I;MDM2;UBE2G2
GO-BP,Negative Regulation Of Platelet Activation (GO:0010544),0.3294003806355191,0.8899115016553111,0.6261904761904762,0.8404750582278636,PDGFA;CEACAM1;PRKCD
GO-BP,cGMP-mediated Signaling (GO:0019934),-0.4826766563192273,-1.1742465200655992,0.2727272727272727,0.8404815020815296,AQP1;PDE9A;CGAS;HTR2B
GO-BP,Positive Regulation Of Protein Secretion (GO:0050714),-0.3165735499384088,-1.1736039092361688,0.2289156626506024,0.8406331435125519,ABCG1;WLS;IGF1;TLR4;TGFB3;MYH10;APBB1;C1QTNF3;SYTL4;GOLPH3L
GO-BP,Mitochondrial Gene Expression (GO:0140053),0.2005070670573418,0.891328317450684,0.7384196185286104,0.8406483900025266,MRPS16;MRPS5;MRPL23;MRPS18B;MRPS22;MRPS27;MRPL48;MRPS12;GADD45GIP1;MRPL24;MRPL58;MRPS11;GATB;TWNK;MRPS17;MRPL14;MRPS24;MRPS7;MRPL22;MRPL47;MRPL1;MRPL37;QRSL1;MRPL30;MRPL42;PTCD3;FASTKD5;MRPL44;MRPL9;MRPL11;MRPL54;MRPS31;IARS2;MRPS6;MRPL18;MRPL52;MRPS28;MRPL12;SLC25A33;NDUFA7;LARS2;MRPL34;MRPL46;FASTKD2;MRPS18C;MRPS25
GO-BP,Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851),0.332244095684874,0.8890930057887957,0.5662100456621004,0.8408672598115517,GHITM;LETM1;SLC25A23;MICU1;MCUB;MCUR1
GO-BP,Folic Acid-Containing Compound Metabolic Process (GO:0006760),0.3253252202299602,0.8900338874867609,0.5757575757575758,0.8408720082382768,MTHFD2;MTHFS;SHMT1
GO-BP,Regulation Of Exosomal Secretion (GO:1903541),0.31019253508057887,0.8884991086350555,0.6098654708520179,0.8409565767103643,SDC4;SDC1;RAB7A;VPS4B;CHMP6;SNF8;PRKN;SDCBP
Reactome,Regulation Of Insulin Secretion R-HSA-422356,0.23730170829770358,0.9193494559358741,0.5831325301204819,0.8409732204984027,ACSL4;SYT5;ITPR1;PLCB2;GNA11;CACNB2;PRKAR1A;ACSL3;KCNJ11;MARCKS;GNAI2;GNG2;ITPR3;PLCB1;IQGAP1
GO-BP,Purine Ribonucleoside Bisphosphate Metabolic Process (GO:0034035),-0.4935455859699859,-1.179252145510546,0.2737642585551331,0.8411625363557236,TPST1;TPST2;SULT1A2;SULT1A1;SULT1A3
GO-BP,Aortic Valve Development (GO:0003176),-0.37812989610362574,-1.1786068299187258,0.23259762308998302,0.841359786852875,JAG1;NOTCH1;ELN;SNAI2;EMILIN1;SLIT2;RB1;ROBO1;AXIN2;HEYL
GO-BP,Regulation Of Keratinocyte Differentiation (GO:0045616),0.30473314530426127,0.889150701091085,0.6557377049180327,0.8413943308406737,PRKCH;ROCK2;ZFP36;MACROH2A1;SRSF6;ROCK1;ERRFI1;TRIM16
GO-BP,Negative Regulation Of BMP Signaling Pathway (GO:0030514),-0.37089963845219875,-1.1703671339857364,0.2583479789103691,0.8417972954672769,CRIM1;NOTCH1;NBL1;FSTL3;SMURF2;SMURF1;VWC2;TMEM53;SMAD7
Reactome,"Platelet Activation, Signaling And Aggregation R-HSA-76002",-0.22251555448466617,-1.0132208951719557,0.424962852897474,0.8420168928878121,PDPN;GAS6;SERPING1;IGF1;F13A1;IGF2;F8;SELENOP;TGFB3;PDGFB;ABCC4;THBS1;VAV3;ECM1;SYTL4;GNG11;CLU;SPARC;PLCG2;FN1;MAGED2;ABHD12;PIK3R3;RAPGEF4;GNA15;GNG10;VAV2;ITGA2B;MMRN1;P2RY1;TEX264;PCDH7;DGKD;GNG5;DGKA;PTPN6;PIK3CG;PDPK1;A1BG;TOR4A
GO-BP,tRNA Wobble Base Modification (GO:0002097),0.31662850508001644,0.8871287243121301,0.6126315789473684,0.8420233807556188,ELP1;ELP4;ELP6;MOCS3
Reactome,Synthesis Of PIPs At Plasma Membrane R-HSA-1660499,0.2438554004729262,0.9175104324023956,0.6168674698795181,0.842222299612283,PI4K2B;MTMR14;SBF2;RAB14;PLEKHA6;RUFY1;PIP4K2A;OCRL;CLSTN1;PIK3R2;MTMR9;PIK3CB;PLEKHA5;SYNJ2;PIP4K2C
GO-BP,Regulation Of Cytoskeleton Organization (GO:0051493),-0.2891984679380112,-1.170818556725928,0.19047619047619047,0.8423293688845559,TJP1;BAIAP2L1;HIP1R;ARHGAP35;PDGFRB;EPHA5;ARHGEF5;PHLDB1;PLXNB1;PHLDB2;CAPN6;EZR;BAIAP2;ARHGAP17;CCDC88A;TAOK1;HRAS;NEXN;MID1;CAPN2;DAAM2;ARHGEF19;CYLD;CLASP1;ARHGAP18;MLST8
GO-BP,Glutamate Receptor Signaling Pathway (GO:0007215),0.3245808985675119,0.8872113111884753,0.6129753914988815,0.8424908468568945,GRIN2D;GRM1;PLCB1;GRM6;HOMER3;FMR1
GO-BP,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),0.23588330993739784,0.8856991078595093,0.6136919315403423,0.8425002389904659,PPARG;PADI2;XIAP;IRAK3;CARD16;MUL1;GPS2;STAT2;PTPRC;YTHDF3;CACTIN;SAMHD1;PTPN2;TTLL12;SH2B3
Reactome,Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,0.3205632512492641,0.9194503422270359,0.5882352941176471,0.8425289890267178,HMGA2;HMGA1;LMNB1;TP53;H1-4
GO-BP,Negative Regulation Of Endocytosis (GO:0045806),0.2647935794298252,0.8874942849963171,0.6330275229357798,0.8425619347886117,FCGR2B;SIRPA;ARF6;TLR2;SNX3;PROM2;EPHA3;LGALS3
Reactome,Deubiquitination R-HSA-5688426,0.18323662998912332,0.9180053231488704,0.7384105960264901,0.8427361355625177,OTUD5;USP2;HIF1A;TGFB1;SKP2;PSMD13;TNFAIP3;USP9X;JOSD1;GATA3;IDE;NLRP3;USP28;PSMD2;BRCC3;BECN1;PSMD14;CLSPN;OTUD7A;PSMD10;RIPK2;PROC;PSMD6;MUL1;PSMF1;RAD23B;YOD1;INO80C;ACTR5;ACTL6A;CCNA2;USP14;NFKBIA;SNX3;IKBKG;TANK;RAD23A;TP53;PSMD7;TNIP2;PSMA1;VCP;POTEF;PSMD11;STAM2;TNIP1;FOXK1;USP13;USP11;H2BC21;USP22;AXIN1;RNF135;USP8;PSME1;MDM2;PSMA4;RNF123;BIRC3;TGFBR2;KAT2A;CNKSR3;CDC20;PRKN;RHOA;UBC;INO80B;RIPK1;OTUD3;PSMD12;VDAC1;UBE2D1
GO-BP,Positive Regulation Of Transferase Activity (GO:0051347),0.19950358282462752,0.8852297685567779,0.7418478260869565,0.8428926023293781,ALK;IGF1R;TGFB1;GINS4;SORL1;PIN1;CTNNB1;DKC1;PARN;DCUN1D5;HSP90AA1;HNRNPA2B1;DSCC1;RAD50;CCT2;HSP90AB1;DSTYK;PTGES3;TCP1;RFC5;GINS3;TNIP1;RFC3;CHTF8;CCT4;MAP3K4;AXIN1;MRE11;ZNF622;HNRNPD;UBE2I;NEK2
KEGG,Proximal tubule bicarbonate reclamation,0.3139853932681384,0.8619225934593202,0.6269662921348315,0.8429057669283037,ATP1B4;ATP1B3;ATP1A1;PCK2;GLUD1
GO-BP,Regulation Of Golgi Organization (GO:1903358),0.31408571266813434,0.88611967917527,0.6302895322939867,0.8429363530887555,RAB33B;USP6NL
GO-BP,Intracellular Protein Transport (GO:0006886),0.17160834746873663,0.8857012428819702,0.8501742160278746,0.8431733911961848,TGFB1;RPGR;STX2;SAR1B;RABL2B;ARF6;STX10;XPO1;STXBP2;STRADB;VPS33A;SORL1;IPO5;RAB14;CHP1;COPZ1;COG7;TIMM50;VPS26C;HSPA9;ARFRP1;CDC37;ARL4A;RAB6A;RAB7A;TMED10;NUP107;HEATR3;KPNB1;SNX27;NUP93;TNPO1;STX11;NUP188;CALR;STX4;VPS26B;TMED5;AP4B1;TIMM17B;NXT2;STAT3;COPA;KIF13B;NAPA;GIPC1;TIMM21;RAB31;RAB29;MVB12A;STAM2;NUP62;STXBP3;TMED7;EGR2;XPO7;LMAN1;NUP155;USO1;RAB6B;AP1S3;APLP2;YWHAH;MAP1LC3C;SAR1A;TECPR2;PPP1R10;VPS35;SNF8;PAM16;STK3;KIF13A;IPO4;IPO7;AKIRIN2;KPNA6;RABL3;MMP12;DNAJC27;ARL5B;ARCN1;RAB21;HOMER3;TMED9;CCHCR1;AP4S1;PHB2;XPO6;ARL4C;ARF1;SYK;CSE1L;GGA1;TSC2;SPRN;SNX1;CACNG5;STK4;TNPO3;RAB35;BCL3;NXT1;LTBP2
Reactome,Signaling By TGF-beta Receptor Complex R-HSA-170834,-0.25251962498420594,-1.0145120932273837,0.43471337579617836,0.8432903148964584,COL1A2;E2F5;TGIF2;TGFB3;CCNT1;PARD3;ITGB5;RPS27A;ARHGEF18;UBB;UBA52;LTBP3;BAMBI;PMEPA1;SMURF2;FURIN;SMAD4;WWTR1;RNF111;SMURF1
GO-BP,Neuron Cell-Cell Adhesion (GO:0007158),-0.4841889656738291,-1.179262523782872,0.26640926640926643,0.8432983018137432,NINJ2;NLGN4Y
GO-BP,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),-0.3209106968526563,-1.1682004288293542,0.20853858784893267,0.8434219642452451,HSPG2;COL4A2;THBS2;THBS1;WNT4;EMILIN1;SPARC;DCN;PML;FOXO4;PTPRM;SERPINF1;GHRL
GO-BP,Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573),0.32575058147051794,0.8861565257030157,0.6140724946695096,0.8435345187899234,FANCD2;CHEK2;TIPIN;MRE11;MUS81;RAD17;HUS1
Reactome,Erythropoietin Activates RAS R-HSA-9027284,0.3450737505476837,0.9162966956007607,0.551487414187643,0.8435361637769211,IRS2;EPOR;NRAS;GRB2;VAV1;LYN;CRKL;SOS1
Reactome,Syndecan Interactions R-HSA-3000170,-0.3576685410351645,-1.013538447921329,0.4420289855072464,0.8436325829040885,SDC2;THBS1;ITGB5;ITGA2
GO-BP,Glucosamine-Containing Compound Metabolic Process (GO:1901071),0.32063810107515855,0.8841758406002512,0.6343612334801763,0.8439436308093432,CHST7;CHST5;CHST2;CHST6;OGA
GO-BP,Gland Development (GO:0048732),-0.328546955812066,-1.1686350344047645,0.21140939597315436,0.8439801815619477,TGFB3;WNT4;ARHGAP35;SOX2;NOTCH4;EPHB3;NF1;XBP1;EZR;PROX1;IGSF3;MDK;DKK3;PHF1
GO-BP,Glycerolipid Catabolic Process (GO:0046503),0.31446575090197604,0.8804403981107018,0.654945054945055,0.8439859881021323,PLA2G4A;PLA2G4E;ABHD2;GPCPD1
GO-BP,Negative Regulation Of Endothelial Cell Migration (GO:0010596),-0.3656171924209411,-1.1808591485242093,0.2179930795847751,0.844107431659056,CSNK2B;NOTCH1;THBS1;DCN;SLIT2;DNAJA4;PTPRM;SVBP;TNF;JUP;BMP10;ATP2B4
GO-BP,mRNA Transcription (GO:0009299),0.2358234817424351,0.8843210042314266,0.6699751861042184,0.844292839866122,PPARG;NCBP2;ZBTB1;TP53;S100A10;DDX5;THRB;TAF11;TAF6;TAF3;TAF9;CREB1;HLTF;TAF8;NCBP1;TAF13;SUPT6H;TAF2;TAF7;TFCP2
GO-BP,Regulation Of Interferon-Alpha Production (GO:0032647),0.2804895236021446,0.8804996837986759,0.6314553990610329,0.8445144285171271,TLR3;DDX3X;RIPK2;HSPD1;TBK1;TLR8;NLRC3;DHX9;STAT1
GO-BP,miRNA-mediated Gene Silencing (GO:0035195),-0.37139657899457346,-1.1801209161702464,0.2518248175182482,0.8445290567691183,AJUBA;EIF4E2;LIMD1;RBM4;TNRC6B;AGO2;CNOT1;TNRC6C;CNOT6;EIF6;CNOT8;DDX6;AGO4;WTIP;TNRC6A
GO-BP,Glycosphingolipid Biosynthetic Process (GO:0006688),0.3200808824274469,0.8826423091686507,0.6004415011037527,0.8446032217353219,ST6GALNAC4;ST8SIA1;ST8SIA4;FUT6;ST6GALNAC3;FUT9;LARGE1;ST6GALNAC6
GO-BP,Regulation Of Exocytosis (GO:0017157),0.24757498316318602,0.8835154226345575,0.6642685851318945,0.8447058588649474,RAB9A;RAB27A;RAB33B;RAB3D;RAB3B;STXBP5;RAB8A;STX4;S100A10;ANXA2;CHMP6
GO-BP,Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),0.23851693127460596,0.8831652326543038,0.6583541147132169,0.8447884856347063,SLC39A8;TNFAIP3;TRIM59;ZC3H12A;TANK;NLRP12;TNIP1;CASP8;CACTIN;IRGM;NLRC3;STAT1;RIPK1;ARRB2;PPM1A;GSTP1;CARD8
GO-BP,Lipid Modification (GO:0030258),0.2653311641867737,0.8806762997613111,0.6575342465753424,0.8448262957276059,PLPP3;MBOAT7;DGKG
GO-BP,Excitatory Postsynaptic Potential (GO:0060079),0.3501853782544575,0.8760669579624589,0.6081370449678801,0.8448499231503094,GRIN2D;MAPK8IP2;LRRK2;FOXM1;ARRB2
GO-BP,Central Nervous System Neuron Differentiation (GO:0021953),0.29361146851252046,0.8814891830723542,0.6278538812785388,0.8450503797569094,NR4A2;KNDC1
GO-BP,Peroxisomal Membrane Transport (GO:0015919),0.30943958337528926,0.8827431721796001,0.610752688172043,0.8450546667863962,PEX3;PEX26;ABCD3;PEX6;PEX5
GO-BP,Regulation Of Leukocyte Chemotaxis (GO:0002688),-0.4844341360104091,-1.1659988215335,0.2822878228782288,0.8451260738796779,SLIT2;PTK2B;MDK;SLC8B1;ZNF580;PTN
GO-BP,Coenzyme A Metabolic Process (GO:0015936),0.30511936092028724,0.8780838174867146,0.6182212581344902,0.8451753581248097,ACLY;DCAKD;PANK3
GO-BP,Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),0.29071090155304735,0.8807852643862321,0.6150442477876106,0.8452350314839507,ANAPC10;ANAPC7;CDC27;CDC20;UBE2C;ANAPC4;ANAPC5;CDC23;ANAPC16;CDC16
GO-BP,Positive Regulation Of Cell Adhesion (GO:0045785),-0.3094497556084379,-1.1793334174123389,0.19966996699669967,0.8452515295024893,LAMC1;LAMB2;PDGFB;AGR2;FBLN2;CCR7;LAMB1;LAMA2;CXCL12;FSTL3;PRKD2;FUT7;CCDC80;MDK;TNF
GO-BP,Regulation Of Dendritic Spine Development (GO:0060998),0.31045337380966637,0.8816621548170915,0.5990783410138248,0.8453566955145201,ARF6;SRGAP2C;CPEB3;TANC2
GO-BP,mRNA Stabilization (GO:0048255),0.24030967233385978,0.8761326206939147,0.6605922551252847,0.8453697220860528,DND1;TENT5A;E2F1;HNRNPU;RBM38;ZFP36;YBX1;IREB2;HNRNPD;DHX9;TAF15;RBM47;MYD88;YBX3;THRAP3;SYNCRIP;MAPK14;LARP1;NRDE2;SLC11A1;HNRNPC;TENT5B;NOCT;MAPKAPK2;PABPC1
GO-BP,"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",0.29344733502068404,0.8819754003087764,0.6135831381733021,0.8453824288888938,TRA2B;SF3B4;NCL;DAZAP1;SNW1;THRAP3;NCBP1
GO-BP,Membrane Fission (GO:0090148),0.24596326479417066,0.877679103155745,0.6507537688442211,0.8454152070206449,DNM1L;SH3GLB1;CHMP7;CORO1C;VPS4B;MVB12A;STAM2;CHMP6;SNF8;CHMP2B
GO-BP,Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425),0.24916289041315481,0.876426340915866,0.6674107142857143,0.8454344062601343,IL10RB;TP53INP2;GPI;NF2;CENPJ;CALM1;F2R;PTPRC;CCL5;VHL;PTPN2
GO-BP,Regulation Of Glycolytic Process (GO:0006110),0.2514604153366,0.8781156848444616,0.6745283018867925,0.845771343272539,HIF1A;MLXIPL;PRKAG2;SIRT6;P2RX7;PGAM1;SLC2A6
GO-BP,Cellular Component Maintenance (GO:0043954),0.3517435989756194,0.8808130361455687,0.6153846153846154,0.8458572030687994,IGF1R
GO-BP,Intracellular Calcium Ion Homeostasis (GO:0006874),0.20744954289411788,0.8764763515429189,0.7438692098092643,0.8460046511539954,CCR2;CCL8;TRPV4;CAMK2D;SLC24A2;BAK1;YWHAE;ATP2B1;CCDC47;PLN;RMDN3;LETM1;ATP2A2;CALR;PRKACA;MICU1;CCL5;CCL3;CTRC;WFS1;SELENOK;EDNRA
KEGG,Alzheimer disease,0.16889925317117255,0.8580851748991837,0.9280575539568345,0.8463018094721633,GRIN2D;CYBB;TUBA1C;BID;IL1B;PPIF;CSF1;PSMD13;TUBB4A;UQCRC1;ADAM10;PTGS2;ITPR1;ATP5F1B;IDE;IRS2;PSMD2;CTNNB1;BECN1;PLCB2;PSMD14;MAPK10;NDUFS5;FAS;WNT5B;RELA;NDUFB11;MAPK9;NDUFV1;PSMD6;WNT7B;CSNK1E;CALM1;TUBB4B;COX6B2;FZD1;ATP2A2;RTN4;COX5A;CYC1;EIF2AK3;PSMD7;NDUFV3;CHUK;TUBA1B;ITPR3;PLCB1;SDHB;PSMA1;PIK3R2;NDUFA6;NRAS;ULK2;UQCRFS1;TUBB;PSMD11;ADAM17;NDUFS6;NAE1;CASP8;ATP5F1A;PPP3CB;FRAT2;APAF1;AXIN1;PIK3CB;CYCS;SNCA;FZD3;PPID;WNT5A;MAP3K5;PSMA4;ATP5MC3
GO-BP,Fc-epsilon Receptor Signaling Pathway (GO:0038095),0.2784703554028154,0.8769681536895813,0.6273684210526316,0.8463214771203114,NR4A3;MAPK10;MAPK9;MAP2K4
GO-BP,Positive Regulation Of TORC1 Signaling (GO:1904263),0.26095240312759116,0.8790597754567299,0.6561797752808989,0.8463513159568525,OTUD5;SEH1L;TELO2
GO-BP,Protein Autophosphorylation (GO:0046777),0.19093593924128435,0.8766134979173859,0.7936962750716332,0.8463789619635218,ALK;PRKX;STK26;IGF1R;PIM2;HTATIP2;CAMK2D;EIF2AK4;PASK;VRK2
GO-BP,Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315),0.3306529501606684,0.8781348113616798,0.5978494623655914,0.8463929710420436,SEH1L;CDT1;MAPRE1
GO-BP,Regulation Of Neuron Migration (GO:2001222),-0.3921897704067582,-1.1667455400105466,0.24914089347079038,0.8465767008118815,COL3A1;NEXMIF;CAMK2B;SEMA3A;ZNF609;MDK;ARHGEF2
GO-BP,Regulation Of T Cell Migration (GO:2000404),-0.4025930566281226,-1.1661475274902346,0.2597864768683274,0.8466479678608372,CXCL12;RIPOR2;SPNS2;CCR6;APP;LRCH1;PYCARD;TMEM102;SPN;AIF1
GO-BP,Positive Regulation By Host Of Viral Transcription (GO:0043923),0.32015434104375334,0.8748278729259641,0.6179245283018868,0.8467816904254477,RRP1B;CTDP1;ZNF639;TAF11;SMARCA4;SNW1
KEGG,Ascorbate and aldarate metabolism,0.33512226317353583,0.8623201148420611,0.6294642857142857,0.8468700748782547,ALDH3A2;MIOX
Reactome,Regulation Of TP53 Activity Thru Methylation R-HSA-6804760,-0.35422554150501906,-1.0108225667065878,0.4362657091561939,0.8468998063152182,RPS27A;UBB;UBA52;SETD9;EHMT1;ATM
GO-BP,Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),0.21595396488533358,0.8781620979948247,0.7237851662404092,0.8470017380730271,ACTB;MORF4L2;KLHL15;RADX;SIRT6;PIAS4;ACTL6A;SPIDR;RMI2;ING3;WAS;BRD8;ERCC6;TIMELESS;KMT5A;CHEK1;RPA2;KAT5;FANCB;EPC2;HELB;MRNIP;RUVBL1;PARP1;RAD51
GO-BP,Microtubule Polymerization (GO:0046785),0.25253885574682355,0.8783682323033442,0.6805896805896806,0.8471879164430699,TRPV4;PIN1;CSNK1D;CENPJ
GO-BP,Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042),0.2869508640055989,0.8739537895308355,0.6466512702078522,0.8473279249607293,KLHL15;RADX;RMI2;KMT5A;KAT5;FANCB;HELB
GO-BP,Regulation Of Protein-Containing Complex Disassembly (GO:0043244),0.30405086574604145,0.8723252867627683,0.6400966183574879,0.8475356172232263,IGF1R;OGFOD1;IRAK3
GO-BP,Regulation Of Dendritic Spine Morphogenesis (GO:0061001),0.2798209062375686,0.8741269972558907,0.6441860465116279,0.8476025804765253,LRP8
GO-BP,Endosomal Transport (GO:0016197),0.18280046442811287,0.8729068634026719,0.803076923076923,0.8476304531969974,SQSTM1;RAB9A;REPS2;ARF6;VAMP3;STX10;CHMP1A;WASHC2A;RAB14;VPS26C;SORT1;SPAG9;DENND5A;ARFRP1;DENND2A;RAB6A;CORO1C;EHD4;RAB7A;TOM1;SNX3;SNX27;VPS4B;TMEM87B;WIPF3;VPS26B;WASHC2C;PLEKHJ1;RAB29;VPS16;CMTM6;RAB10;DENND1A;VTI1A;CLN5;RAB6B;RAB11B;RNF126;SNX4;VPS35;UBE2O;SNF8;AP5B1;VPS53;CHMP2B
GO-BP,Positive Regulation Of T Cell Differentiation (GO:0045582),0.22469308997025048,0.8715582913876718,0.7009569377990431,0.8478392112399947,LILRB2;GATA3;SOX4;FOXP3;IL23R;BCL6;SMARCD3;ACTL6A;PBRM1;ZBTB1;NKAP;SMARCC2;SART1;SMARCE1;TNFSF9;CR1;PNP;SMARCA4
GO-BP,Regulation Of Mesenchymal Cell Proliferation (GO:0010464),0.34069658178222223,0.8724885280707634,0.6088794926004228,0.8478425377745523,PDGFA
Reactome,FCERI Mediated NF-kB Activation R-HSA-2871837,0.22131422073948842,0.9138872528296286,0.6674698795180722,0.8480108685570668,MALT1;PSMD13;TAB3;PSMD2;PSMD14;RELA;PSMD10;PSMD6;PSMF1;NFKBIA;IKBKG;PSMD7;CHUK
GO-BP,Mitochondrial Fission (GO:0000266),0.3223299620677715,0.8730030590246319,0.5976744186046512,0.8480718088921481,OPA1;MUL1;MTFP1;GDAP1;MTFR1;PRKN
GO-BP,Pyroptosis (GO:0070269),0.2751115895211299,0.8716664349885597,0.6357308584686775,0.8482998126282256,GSDME;NLRP3;TRIM21;CASP1;CASP8;APIP;CASP6;DHX9
GO-BP,Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),0.29187379084900755,0.8731589712700625,0.6332574031890661,0.8483867145867163,RBBP7;SAP30
