Library,pathway,ES,NES,NOM p-val,FDR q-val,Lead_genes
Reactome,SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671,0.33039935907225393,1.4556166576290352,0.02972972972972973,0.24652514926907707,NUP210;SEH1L;SAR1B;TAB3;IRAK2;NLRP3;TLR2;NUP37;BECN1;RIPK2;MASP2;HSP90AA1;NUP107;JAK1;IKBKG;NUP93;NUP188;PTPN11;NUP54;STAT2;CHUK;HSP90AB1;TBK1;NLRP12;IFNAR2;NUP62;IL17RA;TLR8;NUP155;RNF135;NUP160
Reactome,Separation Of Sister Chromatids R-HSA-2467813,0.30566252798296434,1.4539629047308817,0.008746355685131196,0.2471245289712232,SEH1L;SKA1;PSMD13;NUDC;STAG2;INCENP;XPO1;SMC3;PSMD2;SMC1A;NUP37;PSMD14;CENPH;CENPU;PSMD10;PPP2R1B;DSN1;ITGB3BP;PSMD6;PSMF1;ZWILCH;NUP107;CENPM;ANAPC10;ANAPC7;PSMD7;DYNC1LI1;SPDL1;SGO1;PSMA1;ZWINT;MAPRE1;CDCA8;CDCA5;PSMD11;RAD21;KNL1;KNTC1;NUP160;MAD2L1;PDS5A;CDC27;DYNLL2;PSME1;PSMA4;CENPN;SPC24;CDC20;CENPQ;NDE1;PPP2R5E;PPP2R5A;B9D2;UBE2C;UBC;NUP43;RCC2;PSMD12;UBE2D1;PPP2CA
GO-BP,Glucose 6-Phosphate Metabolic Process (GO:0051156),0.5927263005273143,1.6057496824592314,0.03563941299790356,0.24742827899844455,G6PD;PGD;HK1;H6PD;GPI;HK2;RPIA
GO-BP,Regulation Of Phospholipase C Activity (GO:1900274),-0.6783845277147419,-1.7063867422224186,0.005639097744360902,0.2474328820217488,PDGFRB;KIT;HRAS;PDGFRA;FLT1;FGFR1;FGF2
Reactome,Ion Channel Transport R-HSA-983712,-0.3519714904959745,-1.4764273768422667,0.008130081300813009,0.24764901154063348,RYR1;TRDN;ASIC1;ATP9A;ATP8A1;TRPM4;CLCNKA;ATP6V0D2;PDZD11;RPS27A;CAMK2B;CLIC2;ATP8B2;ATP11A;UBB;UBA52;ATP8B3;TTYH2;ATP10D;ATP11B;WWP1;CLCN6;SLC9B2;ANO7;TRPV1;ATP6V0E1;TRPC4AP;CLCN2;UNC79;CLCN3;ATP6AP1;ATP2A3;CLCN4;ATP2B4;ATP6V1E2
Reactome,Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938,0.4916347445687058,1.45741481732234,0.09280742459396751,0.24773757542187155,AP1S2;AP1S1;AP1M1
GO-BP,Ubiquinone Metabolic Process (GO:0006743),0.5820187460252162,1.6109695058369122,0.035555555555555556,0.24773886018423463,COQ2;NQO1;COQ7;UBIAD1;COQ8B;FDXR;COQ9
GO-BP,Positive Regulation Of Glucose Metabolic Process (GO:0010907),0.5788429181134425,1.609860857589996,0.0182648401826484,0.24775758211341037,PPARGC1A;PMAIP1;SIRT7;IRS2
GO-BP,Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151),0.6152246601653795,1.60857244967155,0.027659574468085105,0.2480720240910066,PLA2G4A;LPCAT2;MBOAT7;TMEM86B
GO-BP,Microvillus Organization (GO:0032528),0.5858386944674009,1.6044325730346363,0.023554603854389723,0.2481620636332949,RAP2C;STK26;FXYD5
GO-BP,Regulation Of Cell-Cell Adhesion (GO:0022407),0.46282508487554136,1.60312509391925,0.015659955257270694,0.2486183290596058,PLPP3;TGFB1;GTPBP4;CDH1;MAGI1;FUT4;CITED2;CEACAM1;FLOT2;DPP4
Reactome,Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427,-0.5396288775835929,-1.4773544848750084,0.0449438202247191,0.24866039493556,HLA-DQA1;CD3E;HLA-DQB2;HLA-DRB5;HLA-DQA2;HLA-DRA;HLA-DRB4
GO-BP,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",0.3388844711531727,1.6111513630863163,0.0,0.24940069362679282,RBM41;RBM10;GEMIN6;RSRC1;LSM4;SRSF4;CTNNBL1;PIN1;ZRSR2;DHX38;NCBP2;DHX16;PRPF31;SF3A1;HNRNPU;DDX23;SF3A3;SRSF1;HNRNPA2B1;TRA2B;SART3;CRNKL1;SF3B4;CDC5L;DDX46;FRG1;SRSF5;DHX8;DHX15;PNN;SRSF10;RBMX2;WBP4;SNRNP27;GPKOW;SRSF6;SMU1;CASC3;SNRNP70;PRPF40A;CDC40;HNRNPM;EFTUD2;HTATSF1;DDX5;PLRG1;SF3B2;PRPF4;RBM22;PRPF4B;SNRNP35;CACTIN;SART1;DDX41;LSM7;TXNL4A;DHX35;MFAP1;HNRNPF;RNPS1;MAGOH;RBM8A;CWF19L1;SRRM1;SNW1;HSPA8;SNRPF;SNRPB;SRSF9;ESS2;LSM6;SF3B1;SRSF7;USP39;CWC15;RBM6;FRA10AC1;PRPF38A;HNRNPA3;HNRNPH3;AQR;CWC27;NCBP1;IK
GO-BP,Regulation Of Protein Sumoylation (GO:0033233),0.5770311775246595,1.6005378108301191,0.02386634844868735,0.25198965876847645,CTNNB1;SAE1;PIAS4;MUL1;EGR1;GNL3L;UBA2
GO-BP,Endoplasmic Reticulum Tubular Network Organization (GO:0071786),0.570117915412617,1.5995420842948538,0.03278688524590164,0.2520036851661087,TMEM33;REEP3;REEP1;REEP4;RTN4;RAB10;TMEM170A
Reactome,Phase II - Conjugation Of Compounds R-HSA-156580,-0.3844307706729123,-1.4709021189878704,0.02388535031847134,0.25230559228136806,GSTT1;TPST1;COMT;SLC38A1;ABHD14B;SULT1A4;NNMT;GCLC;MGST3;TPST2;GSTM3;GSTA4;SLC35B3;PAPSS2;TRMT112;MGST1;MGST2;HPGDS;SULT1A2;GLYATL2;SULT1A1;AKR1A1;GSTM1
Reactome,Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616,0.4033692195003493,1.4488360384613426,0.049886621315192746,0.25302530249815847,BRIP1;RAD51D;TOPBP1;POLR1A;RAD50;RBBP8;ATRIP;RMI2;XRCC2;RFC5;RFC3;MRE11;CHEK1;KAT5;TOP3A;RAD17;HUS1;WRN;RAD51;RFC2
GO-BP,Positive Regulation Of Fat Cell Differentiation (GO:0045600),0.4428755756432146,1.5972421652292639,0.012345679012345678,0.2544112486342751,CEBPB;TFE3;PPARG;ID2;BMP7;PTGS2;LCP1;SYAP1;ZC3H12A;SIRT6;PPARD;HNRNPU;RARRES2;PIM1;ZFP36
Reactome,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,0.28935221207540957,1.4460749212966344,0.006514657980456026,0.2550266581696452,NUP210;SEH1L;LSM4;SRSF4;CTNNBL1;ZRSR2;DHX38;NUP37;NCBP2;DHX16;SNRNP25;PRPF31;SF3A1;HNRNPU;THOC5;DDX23;SF3A3;SRSF1;HNRNPA2B1;GLE1;TRA2B;NUP107;NUP93;WTAP;CRNKL1;NUP188;NUP54;SF3B4;SRRT;CDC5L;DDX46;SRSF5;DHX15;SRSF10;WBP4;SNRNP27;GPKOW;SRSF6;YBX1;CASC3;PUF60;UPF3B;SNRNP70;PRPF40A;CDC40;HNRNPM;EFTUD2;DDX5;PLRG1;SF3B2;NUP62;PRPF4;RBM22;SNRNP35;SART1;NUP155;POLR2F;SMNDC1;PRCC;THOC1;NUP160;PAPOLA;LSM7;PCBP1;TXNL4A;HNRNPD;DHX9;HNRNPF;PQBP1;RNPS1;MAGOH;RBM8A;THOC7;SRRM1;U2SURP;SNW1;HSPA8;ALYREF;NUP43;SNRPF;THOC3;SNRPB;POLR2G;PPIL6;SRSF9;SUGP1;CPSF3;NUP205;LSM6;HNRNPL;SF3B1;SRSF7;USP39;FYTTD1;CWC15;PDCD7;PRPF38A;HNRNPA3;AQR;CWC27;NCBP1;NXT1
Reactome,Cell Surface Interactions At Vascular Wall R-HSA-202733,0.3282638411561266,1.4353447811965272,0.010958904109589041,0.25619892619763707,CD99L2;CD44;ITGAX;TNFRSF10B;SLC16A1;TGFB1;ANGPT4;SIRPA;SDC4;CD2;SLC7A5;CEACAM1;ITGA4;ITGAL;ITGB1;OLR1;ITGAM;ATP1B3;PROC;L1CAM;SDC1;CD48;TNFRSF10A;S100A9;PTPN11;F11R;GP6;CEACAM5;PIK3R2;NRAS;PECAM1;SLC16A3
Reactome,Dimerization Of Procaspase-8 R-HSA-69416,0.5613171121819146,1.436100101856993,0.07929515418502203,0.25698944850255434,TNFRSF10B;TRADD;TNFRSF10A;TANK;CASP8
Reactome,CASP8 Activity Is Inhibited R-HSA-5218900,0.5613171121819146,1.436100101856993,0.07929515418502203,0.25698944850255434,TNFRSF10B;TRADD;TNFRSF10A;TANK;CASP8
Reactome,Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,0.3665511710957459,1.4416121321944175,0.01990049751243781,0.25815174678914193,PDHA1;SLC16A1;PDK3;LDLR;ACO2;LDHA;PDP2;PPARD;MDH2;DLST;IDH3A;MPC1;LDHD;IDH3B;SDHB;DLAT;SLC16A3;PDHX
KEGG,Hepatitis B,0.27121992518465726,1.26298362182512,0.05322128851540616,0.25856393869298455,BID;YWHAB;TGFB1;PRKCB;EGR3;CREB5;TLR3;MMP9;DDX3X;FOS;TLR2;MAPK10;E2F1;FAS;RELA;YWHAZ;STAT5B;CXCL8;MAPK9;MAP2K4;CCNA2;JAK1;NFKBIA;IKBKG;STAT6;MAP2K3;DDX58;STAT2;YWHAQ;TP53;E2F2;CHUK;CDK2;STAT3;TBK1;PIK3R2;NRAS
Reactome,CaM Pathway R-HSA-111997,0.4358105180690196,1.4418988048095198,0.06192660550458716,0.2597855154075794,PRKX;ADCY4;ADCY1;CAMK2D;PRKCD;PRKAR1A;CALM1
Reactome,G2/M Transition R-HSA-69275,0.30145008960500813,1.436640315143961,0.006060606060606061,0.26014123577310827,PHLDA1;OFD1;PSMD13;TUBB4A;PPP1CB;CEP290;XPO1;LIN54;YWHAE;PSMD2;PSMD14;PLK4;PSMD10;MZT2A;PPP1R12B;PPP2R1B;HSP90AA1;PSMD6;CSNK1D;CSNK1E;PSMF1;CENPJ;RAB8A;CCNA2;TUBB4B;PKMYT1;YWHAG;PPP2R2A;CEP41;TP53;PSMD7;HSP90AB1;CDK2;HAUS6;ODF2;PSMA1;MZT1;SFI1;MYBL2;MAPRE1;TUBB;PSMD11;PCNT;HAUS1;CEP164;CEP78;WEE1;PRKAR2B;FOXM1;TUBGCP6;PSME1;CDK11B;PSMA4;NEK2;CEP57;HAUS8;MZT2B;NDE1;SDCCAG8
Reactome,Early Phase Of HIV Life Cycle R-HSA-162594,0.5131365689476006,1.4314439898680176,0.06224066390041494,0.2608398785869611,CCR5;HMGA1;FEN1;PSIP1;XRCC6
Reactome,Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,0.4139122806354615,1.4373056672415123,0.05432098765432099,0.26109927632166546,NUP210;SEH1L;NUP37;NUP107;NUP93;NUP188;NUP54;NUP62;NUP155;NUP160
Reactome,Purine Salvage R-HSA-74217,0.5399901936997789,1.4379243029876543,0.08352668213457076,0.26207194344348306,ADA;HPRT1
Reactome,PKA-mediated Phosphorylation Of CREB R-HSA-111931,0.4929157356971511,1.429135829551026,0.08977035490605428,0.26263077480576236,PRKX;ADCY4;ADCY1;PRKAR1A;CALM1
KEGG,Glucagon signaling pathway,0.29529044981150404,1.251291753884559,0.10904255319148937,0.26274883459686843,PPARGC1A;PDHA1;PDE3B;CREB5;PKM;CAMK2D;PYGB;PRKAG2;ITPR1;LDHA;PLCB2;PFKP;CALM1;PGAM1;PYGL;PRKACA;ITPR3;PLCB1
KEGG,Bile secretion,0.33689945775733376,1.2525073468774903,0.12559241706161137,0.2634256922784171,ADCY4;ADCY1;AQP9;HMGCR;LDLR;ATP1B4;ABCB11;ATP1B3;ABCG8;ATP1A1;SLC9A1;PRKACA;SCARB1;ABCC3;SLC27A5
Reactome,Transport Of Mature mRNA Derived From An Intronless Transcript R-HSA-159231,0.3929907318754578,1.4260345285492453,0.05,0.26396568657159214,NUP210;SEH1L;NUP37;NCBP2;NUP107;NUP93;NUP188;NUP54;NUP62;NUP155;NUP160;ALYREF;NUP43;CPSF3;NUP205
GO-BP,Regulation Of Amyloid-Beta Clearance (GO:1900221),0.5880679405290433,1.5912005884452138,0.047109207708779445,0.2639858185188792,CYP51A1;LRPAP1;HMGCR;IFNGR1
Reactome,Signaling By PDGF R-HSA-186797,-0.4180579197179835,-1.4619830132101106,0.043402777777777776,0.26471847323156583,COL4A1;COL4A2;PLAT;PDGFB;THBS2;NCK2;THBS1;PDGFRB;PDGFC;COL6A3;HRAS;PDGFRA
Reactome,Depolymerisation Of Nuclear Lamina R-HSA-4419969,0.5066639958661145,1.4266139212155957,0.06575963718820861,0.26506911077936135,LPIN1;PRKCB;LMNB1;TMPO
GO-BP,Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),0.46712343064410666,1.5896352418715134,0.017241379310344827,0.26511210265386054,MID1IP1;MFSD2A;MLXIPL;LDLR;HSD17B13;CHP1;SLC27A1;SCARB1;PPARA
KEGG,Insulin signaling pathway,0.27759306670338335,1.2571723175408867,0.08092485549132948,0.26522525732741214,PPARGC1A;PPP1R3B;SHC3;PDE3B;FLOT1;PPP1CB;PYGB;PRKAG2;FLOT2;IRS2;HK1;MAPK10;PTPN1;EIF4EBP1;PRKAR1A;MAPK9;CALM1;HK2;PYGL;PRKACA
KEGG,Epstein-Barr virus infection,0.26037785747635533,1.2526416982673367,0.06666666666666667,0.26615723709891775,CD44;VIM;BID;SKP2;SAP30;PSMD13;TNFAIP3;TRADD;RBPJ;BAK1;ITGAL;TLR2;PSMD2;PSMD14;MAPK10;TAPBP;E2F1;FAS;NFKBIB;RELA;MAPK9;PSMD6;MAP2K4;CCNA2;JAK1;NFKBIA;IKBKG;MAP2K3;CALR;RELB;ICAM1;DDX58;STAT2;TP53;PSMD7;E2F2;CHUK;CDK2;STAT3;TBK1
GO-BP,Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),0.524939518477098,1.5857570172525297,0.03139013452914798,0.266390504428261,ACSL5;ACSL4;ACSL1;ACSBG1;ACSL6;ACSL3;ELOVL7;DGAT2;ELOVL1;FAR1
GO-BP,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),0.48927529615613136,1.5866622987614036,0.029850746268656716,0.26642518989299685,CCL2;PLK3;RBL1;PKD2;JADE1
GO-BP,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),0.3919116734802593,1.5847828487640507,0.0025,0.2664253105453773,CCT8;TGFB1;NMD3;CDH1;ZC3H12A;HCLS1;ECT2;TFRC;IPO5;DKC1;LIF;PRKCD;JAK1;CCT2;EIF2AK3;DTX3L;TCP1;CCT7;LIMK2;PIK3R2;FLNA;CCT5;RBM22;PPP3CB;CCT4;CCT6A
KEGG,Ribosome biogenesis in eukaryotes,0.3049322379396872,1.2543809866726807,0.09114583333333333,0.2665481950963725,SPATA5;NMD3;GTPBP4;NXF3;XRN2;XPO1;NOP58;LSG1;RPP25L;DKC1;WDR43;UTP14A;EMG1;RRP7A;NXT2;NHP2;EFL1;GNL3L;TCOF1;RPP38;UTP15;REXO5;DROSHA;POP4;RPP40;RPP25;WDR36;NOL6;UTP6;NOP56;NXT1;GAR1
GO-BP,Response To Type II Interferon (GO:0034341),0.390513865592944,1.587156234333439,0.0,0.2673500626110628,CCL2;CCL8;CCL22;SIRPA;CCL24;TRIM21;GCH1;TLR2;SLC22A5;IL23R;CCL18;GBP4;CALM1;CASP1;CCL5;CCL3;CCL4;CCL3L1;GBP6;BST2;DAPK1;CCL4L1;SHFL;SNCA;WNT5A
KEGG,Glutamatergic synapse,0.3052173085274373,1.2450240975441176,0.11491442542787286,0.26975804065049447,ADCY4;ADCY1;GRIN2D;PLA2G4A;PRKCB;ITPR1;GRM1;GLUL;PLCB2;SLC1A3;PLA2G4E;GNAI2;PRKACA;GNG2;ITPR3;PLCB1;SLC17A7;GRM6;GNG4;PPP3CB;KCNJ3
GO-BP,Branched-Chain Amino Acid Metabolic Process (GO:0009081),0.5561997098350464,1.5818165228068477,0.029082774049217,0.2704349870544976,IVD;BCKDHA;PCCA;DBT;BCAT1;MCCC2;DLD;ECHS1;BCKDK
GO-BP,Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167),0.6432895140407292,1.5802199799466303,0.03125,0.2716841604107485,HPRT1;PFAS;ADSS2
KEGG,Amoebiasis,-0.34607884526944815,-1.349907478361012,0.041666666666666664,0.2731793245780638,COL1A1;LAMC1;COL3A1;COL1A2;LAMB2;COL4A1;COL4A2;CD1A;TLR4;TGFB3;LAMB1;LAMA2;PRKACB;LAMA5;FN1;PIK3R3;GNA15;IL1R1;RAB5C
GO-BP,Protein Targeting To Vacuole (GO:0006623),0.45569449199351825,1.5783437240133853,0.029411764705882353,0.2733052349616767,SQSTM1;M6PR;PXK;SORL1;NAGPA;BECN1;RAB7A;VPS41;AP3M1;IRGM;VPS8
Reactome,TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072,-0.5254527477272037,-1.4553761723277114,0.08648648648648649,0.2741039966743351,TLR4;SARM1;LY96;RPS27A;UBB;UBA52
GO-BP,Chromosome Condensation (GO:0030261),0.47453113533339775,1.5769227417486251,0.02669902912621359,0.27428331587392446,AIFM1;NCAPH2;CHMP1A;H1-10;NCAPD2;DFFB;NCAPD3;H1-4;SMC2;CDCA5;SMC4;KMT5A
Reactome,Costimulation By CD28 Family R-HSA-388841,-0.3940001879523303,-1.4536552701006418,0.02037351443123939,0.27475205273634096,HLA-DQA1;CD3E;HLA-DQB2;THEM4;PKN2;HLA-DRB5;PIK3R3;HLA-DQA2;CD28;PTPN6;PDPK1;ARHGEF7;HLA-DRA;HLA-DRB4;MLST8;RICTOR;RNASE1;YES1;CD274
Reactome,Generation Of Second Messenger Molecules R-HSA-202433,-0.467608233000787,-1.4522408037510643,0.053003533568904596,0.27476149583659104,HLA-DQA1;CD3E;HLA-DQB2;PKN2;HLA-DRB5;PLCG2;HLA-DQA2;ARHGEF7;HLA-DRA;HLA-DRB4
GO-BP,Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),0.45868884823791456,1.5745363259614855,0.029339853300733496,0.27536394323142066,RUNX1;NEDD9;ID2;CSF1;HCLS1;IL23R;LIF
Reactome,Plasma Lipoprotein Assembly R-HSA-8963898,-0.5837890139109045,-1.4448393846504877,0.09009009009009009,0.2754200621956444,ABCA1;BMP1;PRKACB
Reactome,G2/M Checkpoints R-HSA-69481,0.30454875870678944,1.4130216015031398,0.011363636363636364,0.2759420990509012,YWHAB;BRIP1;PSMD13;MCM8;TOPBP1;MCM3;YWHAE;PSMD2;SLC25A15;BRCC3;PSMD14;CLSPN;PSMD10;YWHAZ;PIAS4;ORC5;PSMD6;PSMF1;CDC45;PKMYT1;ORC6;CDC7;YWHAG;RNF168;MCM7;UBE2V2;POLR1A;RAD50;YWHAQ;RNF8;MCM4;TP53;PSMD7;RBBP8;ATRIP;CDK2;RMI2;MCM10;PSMA1;RFC5;PSMD11;RFC3;CHEK2;WEE1;YWHAH;H2BC21;MRE11;PSME1;PSMA4;CHEK1;MCM5;KAT5;UBC;MCM6;PSMD12
GO-BP,"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",0.5306547933894374,1.575172798380324,0.026490066225165563,0.2759655174788099,NCBP2;DDX23;SRSF1;PSIP1;SFSWAP;WBP4;RBM22;CACTIN;SART1
Reactome,Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501,0.5179880399894954,1.4118468880166115,0.09586056644880174,0.2760414677450663,POLA1;E2F1;PPP2R1B;TFDP1
Reactome,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,-0.41020698149782103,-1.4486042162697492,0.044142614601018676,0.2762179413234898,EPAS1;EGFR;ARHGAP35;DOCK1;PXDN;RPS27A;SOCS3;UBB;UBA52;ELMO1;HRAS
KEGG,Oocyte meiosis,0.277966773590077,1.237321275661957,0.079155672823219,0.2762783167807108,ADCY4;ADCY1;IGF1R;YWHAB;RPS6KA3;CAMK2D;PPP1CB;ITPR1;YWHAE;SMC3;SMC1A;YWHAZ;PPP2R1B;AR;CALM1;CPEB3;PKMYT1;YWHAG;PRKACA;YWHAQ;ANAPC10;ANAPC7;CDK2;SGO1;ITPR3
Reactome,Smooth Muscle Contraction R-HSA-445355,-0.4374813483261176,-1.4402899355737557,0.06108202443280977,0.27634071993879633,CALD1;CACNA1G;MYL9;TPM2;MYLK;PKN2;PXDN;MYL5;ITGB5;MYH11;PDE5A
Reactome,SLC Transporter Disorders R-HSA-5619102,0.3446762646024886,1.4172678445235043,0.03299492385786802,0.2764958515991637,NUP210;SLC16A1;SEH1L;SLC17A5;SLC35A2;NLRP3;SLC9A7;NUP37;SLC22A5;SLC22A18;SLC1A3;NUP107;NUP93;NUP188;NUP54;SLC35A3;SLC6A19;NUP62;SLC35C1;NUP155;SLC3A2;NUP160
KEGG,Nicotine addiction,0.48655372730601343,1.2388821814419286,0.20898876404494382,0.27663276842661494,CHRNA6;GRIN2D
Reactome,Myogenesis R-HSA-525793,-0.4969790631974411,-1.4454790011806928,0.08014571948998178,0.2766480453064834,NEO1;MAPK12;ABL1;MAP2K6;MEF2A
GO-BP,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),0.5422490527336025,1.5727685289005915,0.04956896551724138,0.2768852313662704,FKBP1A;SESTD1;YWHAE;PLN;PPP3CB;TMBIM6;VDAC1;BIN1;PPP3CC;NOS1
Reactome,Meiotic Recombination R-HSA-912446,-0.4183120111655048,-1.4426748565838807,0.039473684210526314,0.2769072294301332,H2BC14;H2BC12;HID1;H2AC6;H2AC14;POLR1B;H2BC4;H2BC3;H2AJ;MLH3;H2AC7;ATM;RAD51C;H2AZ2;H2BC5;H2BC15;H2AZ1
Reactome,Signaling By NOTCH1 R-HSA-1980143,-0.38117025156817713,-1.4465738911703094,0.03177257525083612,0.2772122682146907,JAG1;NOTCH1;PSENEN;DLK1;RBX1;JAG2;RPS27A;UBB;UBA52;CREBBP;TBL1XR1;HDAC7;DTX1;HDAC11;HDAC5;HEYL;APH1B;FBXW7;NEURL1B;DTX2;HDAC9;SKP1;NUMB
GO-BP,Nuclear Transport (GO:0051169),0.4378816169913267,1.5707468880429718,0.04071246819338423,0.27725309469128023,NUP210;SEH1L;RSRC1;XPO1;NUP37;GLE1;NUP107;NUP93;NUP188;NUP54
Reactome,"Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS R-HSA-3656253",-0.5661496566818565,-1.4493318689697108,0.08703703703703704,0.2773318263290441,HSPG2;SDC2;GPC6;GPC3;EXT1
Reactome,TP53 Regulates Transcription Of Caspase Activators And Caspases R-HSA-6803207,0.5329600678456393,1.4132824562457595,0.09750566893424037,0.2774617124585724,CASP1;TP53;TP73;CASP2;APAF1;CASP6
GO-BP,Regulation Of Programmed Cell Death (GO:0043067),0.3301102057767318,1.5715357583774958,0.0030120481927710845,0.27755272434511996,ALK;LRP8;MALT1;OSGIN1;TNFRSF10B;ACTB;AMIGO2;STK26;MORF4L2;PAX8;SKP2;HTATIP2;CTSB;XIAP;ETFA;BECN1;FAS;MOAP1;RTKN;NF2;HSP90AA1;ACTL6A;TM7SF3;TRIM24;RTN4;CALR;IKZF3;MCM2;TP53;RIPK3;ALPK2;RSL1D1;TMEM109;VCP;DFFA;NUP62;NAE1;ACTN4;WFS1;ING3;DAPK1;TNFSF9;LRRK2;APAF1;BRD8;CASP6;HS1BP3;BIRC3;ANP32B;PRKN;SGK1;KAT5;STAT1;RIPK1;CCNL2;EPC2;BCAR1;PEPD;PRDX2
Reactome,Chemokine Receptors Bind Chemokines R-HSA-380108,0.40856820454247533,1.4141538841273285,0.0654627539503386,0.27808475164796154,CCL2;CCR2;CCRL2;CCR5;CCL22;CXCL8;CCL5;CCL3;CCL4;CCL3L1;CXCR4;CCR1
Reactome,Metabolism Of Non-Coding RNA R-HSA-194441,0.3726034615169333,1.4152128502953958,0.05301204819277108,0.27816883796196,NUP210;SEH1L;GEMIN6;GEMIN8;NUP37;NCBP2;NUP107;NUP93;NUP188;NUP54;NUP62;NUP155;NUP160;PHAX;NUP43;SNRPF;SNRPB
Reactome,RUNX3 Regulates NOTCH Signaling R-HSA-8941856,-0.5659563892189818,-1.4402950795846883,0.06486486486486487,0.27873632684177,RUNX3;JAG1;NOTCH1;CREBBP
KEGG,Spliceosome,0.2668542922946708,1.2285530315661155,0.09326424870466321,0.27904113280007586,LSM4;SRSF4;CTNNBL1;DHX38;NCBP2;DHX16;PRPF31;SF3A1;HNRNPU;DDX23;SF3A3;SRSF1;TRA2B;CRNKL1;SF3B4;CDC5L;DDX46;SRSF5;DHX8;DHX15;SRSF10;SNRNP27;SRSF6;PUF60;SNRNP70;PRPF40A;CDC40;HNRNPM;EFTUD2;DDX5;PLRG1;SF3B2;PRPF4;RBM22;SART1;SMNDC1;THOC1;LSM7;PCBP1;TXNL4A;PQBP1;MAGOH;RBM8A;U2SURP;SNW1;HSPA8;ALYREF;SNRPF;THOC3;SNRPB;SRSF9
KEGG,Toll-like receptor signaling pathway,0.28866847574471627,1.2291104202187484,0.10540540540540541,0.2809016545461064,SPP1;IL1B;TLR3;FOS;TLR2;MAPK10;RELA;CXCL8;MAPK9;MAP2K4;NFKBIA;IKBKG;MAP2K3;CHUK;CCL4L2;TBK1;CCL5;PIK3R2;CCL3;CCL4;IFNAR2;CCL3L1;TLR8;CASP8;CCL4L1;PIK3CB;CD86;NFKB1;PIK3R1;STAT1;RIPK1
KEGG,Mitophagy,0.30796483949687575,1.2326444020349259,0.13164556962025317,0.28141360357960954,FUNDC1;TFE3;SQSTM1;RAB7B;HIF1A;CITED2;BECN1;MFN1;MAPK10;E2F1;RELA;MAPK9;RAB7A;EIF2AK3;TP53
Reactome,Apoptosis R-HSA-109581,0.2933159849628323,1.4072124385209042,0.01529051987767584,0.28167021064192194,TNFRSF10B;STK26;VIM;BID;YWHAB;PMAIP1;HMGB2;PSMD13;DNM1L;TRADD;AVEN;GSDME;BAK1;DSG3;YWHAE;XIAP;PSMD2;CTNNB1;PSMD14;CLSPN;E2F1;LMNB1;PSMD10;YWHAZ;PROC;PRKCD;PSMD6;PSMF1;TNFRSF10A;KPNB1;TFDP1;YWHAG;TANK;YWHAQ;TP53;DFFB;PSMD7;H1-4;STAT3;TP73;PSMA1;DFFA;PSMD11;ROCK1;CASP8;DAPK1;APIP;CDKN2A;APAF1;YWHAH;CYCS;DYNLL2;CASP6;PSME1;PSMA4
KEGG,Hypertrophic cardiomyopathy,-0.36604775562835795,-1.339954878584647,0.08544303797468354,0.2819633024623005,ITGB7;IGF1;TGFB3;ITGA11;SLC8A1;TPM2;ITGA7;LAMA2;LMNA;MYBPC3;ITGB5;ITGA9;ITGA3;ITGA2;ITGA2B
KEGG,Drug metabolism,0.2993189476681094,1.2249084953082012,0.135,0.28197301142863224,TYMP;HPRT1;MAOA;GSTT2B;UCK2;RRM2;CMPK1;DUT;DPYD;CES1;RRM1;TPMT;CYP1A2;UPP1;CYP2C19;NME6;GSTK1;ITPA;RRM2B;CYP2C9;CES2;UGT2B15
KEGG,Natural killer cell mediated cytotoxicity,0.29057048744458985,1.2295577267392088,0.12213740458015267,0.2830959660110489,SHC3;TNFRSF10B;BID;PRKCB;LCP2;ITGAL;IFNGR1;FAS;CD48;TNFRSF10A;PTPN11;ICAM1;HCST;PIK3R2;NRAS;IFNAR2;PPP3CB;MICB;GRB2;PIK3CB;VAV1;IFNGR2;RAET1E;PAK1;HLA-C;PIK3R1;ARAF;IFNAR1;SH3BP2;SYK;PIK3CA
